"activity_level","activity_year","activity_month","geo_lvl","geo_val","prim_lvl","activity_count"
"Monthly regimens","2020","4","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",4289
"Monthly regimens","2020","4","Cancer Alliance","South East London","Total",3222
"Monthly regimens","2020","4","Cancer Alliance","South Yorkshire And Bassetlaw","Total",2603
"Monthly regimens","2020","4","Cancer Alliance","Surrey And Sussex","Total",4457
"Monthly regimens","2020","4","Cancer Alliance","Thames Valley","Total",3205
"Monthly regimens","2020","4","Cancer Alliance","Wessex","Total",2866
"Monthly regimens","2020","4","Cancer Alliance","West Midlands","Total",8008
"Monthly regimens","2020","4","Cancer Alliance","West Yorkshire and Harrogate","Total",3305
"Monthly regimens","2020","5","Cancer Alliance","Cheshire And Merseyside","Total",3139
"Monthly regimens","2020","5","Cancer Alliance","East Midlands","Total",6605
"Monthly regimens","2020","5","Cancer Alliance","East Of England North","Total",4182
"Monthly regimens","2020","5","Cancer Alliance","East Of England South","Total",4323
"Monthly regimens","2020","5","Cancer Alliance","Greater Manchester","Total",4392
"Monthly regimens","2020","5","Cancer Alliance","Humber Coast And Vale","Total",2179
"Monthly regimens","2020","5","Cancer Alliance","Kent And Medway","Total",2298
"Monthly regimens","2020","5","Cancer Alliance","Lancashire And South Cumbria","Total",2147
"Monthly regimens","2020","5","Cancer Alliance","North Central London","Total",2288
"Monthly regimens","2020","5","Cancer Alliance","North East London","Total",1631
"Monthly regimens","2020","5","Cancer Alliance","Northern ","Total",4722
"Monthly regimens","2020","5","Cancer Alliance","Peninsula","Total",3080
"Monthly regimens","2020","5","Cancer Alliance","RM Partners West London","Total",5112
"Monthly regimens","2020","5","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",4276
"Monthly regimens","2020","5","Cancer Alliance","South East London","Total",3298
"Monthly regimens","2020","5","Cancer Alliance","South Yorkshire And Bassetlaw","Total",2643
"Monthly regimens","2020","5","Cancer Alliance","Surrey And Sussex","Total",4508
"Monthly regimens","2020","5","Cancer Alliance","Thames Valley","Total",2963
"Monthly regimens","2020","5","Cancer Alliance","Wessex","Total",2859
"Monthly regimens","2020","5","Cancer Alliance","West Midlands","Total",7506
"Monthly regimens","2020","5","Cancer Alliance","West Yorkshire and Harrogate","Total",3210
"Monthly regimens","2020","6","Cancer Alliance","Cheshire And Merseyside","Total",3989
"Monthly regimens","2020","6","Cancer Alliance","East Midlands","Total",6717
"Monthly regimens","2020","6","Cancer Alliance","East Of England North","Total",4591
"Monthly regimens","2020","6","Cancer Alliance","East Of England South","Total",4655
"Monthly regimens","2020","6","Cancer Alliance","Greater Manchester","Total",4833
"Monthly regimens","2020","6","Cancer Alliance","Humber Coast And Vale","Total",2296
"Monthly regimens","2020","6","Cancer Alliance","Kent And Medway","Total",2416
"Monthly regimens","2020","6","Cancer Alliance","Lancashire And South Cumbria","Total",2346
"Monthly regimens","2020","6","Cancer Alliance","North Central London","Total",2632
"Monthly regimens","2020","6","Cancer Alliance","North East London","Total",2014
"Monthly regimens","2020","6","Cancer Alliance","Northern ","Total",5143
"Monthly regimens","2020","6","Cancer Alliance","Peninsula","Total",3370
"Monthly regimens","2020","6","Cancer Alliance","RM Partners West London","Total",5405
"Monthly regimens","2020","6","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",4781
"Monthly regimens","2020","6","Cancer Alliance","South East London","Total",3485
"Monthly regimens","2020","6","Cancer Alliance","South Yorkshire And Bassetlaw","Total",2858
"Monthly regimens","2020","6","Cancer Alliance","Surrey And Sussex","Total",4748
"Monthly regimens","2020","6","Cancer Alliance","Thames Valley","Total",3328
"Monthly regimens","2020","6","Cancer Alliance","Wessex","Total",3944
"Monthly regimens","2020","6","Cancer Alliance","West Midlands","Total",7586
"Monthly regimens","2020","6","Cancer Alliance","West Yorkshire and Harrogate","Total",3432
"Monthly regimens","2020","7","Cancer Alliance","Cheshire And Merseyside","Total",4356
"Monthly regimens","2020","7","Cancer Alliance","East Midlands","Total",6982
"Monthly regimens","2020","7","Cancer Alliance","East Of England North","Total",5003
"Monthly regimens","2020","7","Cancer Alliance","East Of England South","Total",4956
"Monthly regimens","2020","7","Cancer Alliance","Greater Manchester","Total",5137
"Monthly regimens","2020","7","Cancer Alliance","Humber Coast And Vale","Total",2353
"Monthly regimens","2020","7","Cancer Alliance","Kent And Medway","Total",2544
"Monthly regimens","2020","7","Cancer Alliance","Lancashire And South Cumbria","Total",2553
"Monthly regimens","2020","7","Cancer Alliance","North Central London","Total",2814
"Monthly regimens","2020","7","Cancer Alliance","North East London","Total",2339
"Monthly regimens","2020","7","Cancer Alliance","Northern ","Total",5211
"Monthly regimens","2020","7","Cancer Alliance","Peninsula","Total",3844
"Monthly regimens","2020","7","Cancer Alliance","RM Partners West London","Total",5821
"Monthly regimens","2020","7","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",4811
"Monthly regimens","2020","7","Cancer Alliance","South East London","Total",3160
"Monthly regimens","2020","7","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3042
"Monthly regimens","2020","7","Cancer Alliance","Surrey And Sussex","Total",4927
"Monthly regimens","2020","7","Cancer Alliance","Thames Valley","Total",3702
"Monthly regimens","2020","7","Cancer Alliance","Wessex","Total",4171
"Monthly regimens","2020","7","Cancer Alliance","West Midlands","Total",8921
"Monthly regimens","2020","7","Cancer Alliance","West Yorkshire and Harrogate","Total",3557
"Monthly regimens","2020","8","Cancer Alliance","Cheshire And Merseyside","Total",4332
"Monthly regimens","2020","8","Cancer Alliance","East Midlands","Total",6614
"Monthly regimens","2020","8","Cancer Alliance","East Of England North","Total",4799
"Monthly regimens","2020","8","Cancer Alliance","East Of England South","Total",4846
"Monthly regimens","2020","8","Cancer Alliance","Greater Manchester","Total",5048
"Monthly regimens","2020","8","Cancer Alliance","Humber Coast And Vale","Total",2230
"Monthly regimens","2020","8","Cancer Alliance","Kent And Medway","Total",2657
"Monthly regimens","2020","8","Cancer Alliance","Lancashire And South Cumbria","Total",2610
"Monthly regimens","2020","8","Cancer Alliance","North Central London","Total",2775
"Monthly regimens","2020","8","Cancer Alliance","North East London","Total",2252
"Monthly regimens","2020","8","Cancer Alliance","Northern ","Total",5280
"Monthly regimens","2020","8","Cancer Alliance","Peninsula","Total",3745
"Monthly regimens","2020","8","Cancer Alliance","RM Partners West London","Total",5461
"Monthly regimens","2020","8","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",4931
"Monthly regimens","2020","8","Cancer Alliance","South East London","Total",3586
"Monthly regimens","2020","8","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3012
"Monthly regimens","2020","8","Cancer Alliance","Surrey And Sussex","Total",4605
"Monthly regimens","2020","8","Cancer Alliance","Thames Valley","Total",3619
"Monthly regimens","2020","8","Cancer Alliance","Wessex","Total",3948
"Monthly regimens","2020","8","Cancer Alliance","West Midlands","Total",7822
"Monthly regimens","2020","8","Cancer Alliance","West Yorkshire and Harrogate","Total",3657
"Monthly regimens","2020","9","Cancer Alliance","Cheshire And Merseyside","Total",4789
"Monthly regimens","2020","9","Cancer Alliance","East Midlands","Total",7985
"Monthly regimens","2020","9","Cancer Alliance","East Of England North","Total",5127
"Monthly regimens","2020","9","Cancer Alliance","East Of England South","Total",5119
"Monthly regimens","2020","9","Cancer Alliance","Greater Manchester","Total",5400
"Monthly regimens","2020","9","Cancer Alliance","Humber Coast And Vale","Total",2436
"Monthly regimens","2020","9","Cancer Alliance","Kent And Medway","Total",2997
"Monthly regimens","2020","9","Cancer Alliance","Lancashire And South Cumbria","Total",2790
"Monthly regimens","2020","9","Cancer Alliance","North Central London","Total",3038
"Monthly regimens","2020","9","Cancer Alliance","North East London","Total",2033
"Monthly regimens","2020","9","Cancer Alliance","Northern ","Total",5794
"Monthly regimens","2020","9","Cancer Alliance","Peninsula","Total",3981
"Monthly regimens","2020","9","Cancer Alliance","RM Partners West London","Total",5721
"Monthly regimens","2020","9","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5252
"Monthly regimens","2020","9","Cancer Alliance","South East London","Total",3789
"Monthly regimens","2020","9","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3181
"Monthly regimens","2020","9","Cancer Alliance","Surrey And Sussex","Total",5240
"Monthly regimens","2020","9","Cancer Alliance","Thames Valley","Total",3872
"Monthly regimens","2020","9","Cancer Alliance","Wessex","Total",4189
"Monthly regimens","2020","9","Cancer Alliance","West Midlands","Total",9116
"Monthly regimens","2020","9","Cancer Alliance","West Yorkshire and Harrogate","Total",3962
"Monthly regimens","2020","10","Cancer Alliance","Cheshire And Merseyside","Total",4205
"Monthly regimens","2020","10","Cancer Alliance","East Midlands","Total",8193
"Monthly regimens","2020","10","Cancer Alliance","East Of England North","Total",5254
"Monthly regimens","2020","10","Cancer Alliance","East Of England South","Total",5178
"Monthly regimens","2020","10","Cancer Alliance","Greater Manchester","Total",5470
"Monthly regimens","2020","10","Cancer Alliance","Humber Coast And Vale","Total",2544
"Monthly regimens","2020","10","Cancer Alliance","Kent And Medway","Total",2789
"Monthly regimens","2020","10","Cancer Alliance","Lancashire And South Cumbria","Total",2804
"Monthly regimens","2020","10","Cancer Alliance","North Central London","Total",3057
"Monthly regimens","2020","10","Cancer Alliance","North East London","Total",2401
"Monthly regimens","2020","10","Cancer Alliance","Northern ","Total",5893
"Monthly regimens","2020","10","Cancer Alliance","Peninsula","Total",3989
"Monthly regimens","2020","10","Cancer Alliance","RM Partners West London","Total",5945
"Monthly regimens","2020","10","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5300
"Monthly regimens","2020","10","Cancer Alliance","South East London","Total",3894
"Monthly regimens","2020","10","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3227
"Monthly regimens","2020","10","Cancer Alliance","Surrey And Sussex","Total",5340
"Monthly regimens","2020","10","Cancer Alliance","Thames Valley","Total",3887
"Monthly regimens","2020","10","Cancer Alliance","Wessex","Total",4395
"Monthly regimens","2020","10","Cancer Alliance","West Midlands","Total",8866
"Monthly regimens","2020","10","Cancer Alliance","West Yorkshire and Harrogate","Total",3978
"Monthly regimens","2020","11","Cancer Alliance","Cheshire And Merseyside","Total",4765
"Monthly regimens","2020","11","Cancer Alliance","East Midlands","Total",7914
"Monthly regimens","2020","11","Cancer Alliance","East Of England North","Total",5340
"Monthly regimens","2020","11","Cancer Alliance","East Of England South","Total",5309
"Monthly regimens","2020","11","Cancer Alliance","Greater Manchester","Total",5509
"Monthly regimens","2020","11","Cancer Alliance","Humber Coast And Vale","Total",2564
"Monthly regimens","2020","11","Cancer Alliance","Kent And Medway","Total",2963
"Monthly regimens","2020","11","Cancer Alliance","Lancashire And South Cumbria","Total",2730
"Monthly regimens","2020","11","Cancer Alliance","North Central London","Total",3063
"Monthly regimens","2020","11","Cancer Alliance","North East London","Total",2464
"Monthly regimens","2020","11","Cancer Alliance","Northern ","Total",5809
"Monthly regimens","2020","11","Cancer Alliance","Peninsula","Total",3934
"Monthly regimens","2020","11","Cancer Alliance","RM Partners West London","Total",5941
"Monthly regimens","2020","11","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5450
"Monthly regimens","2020","11","Cancer Alliance","South East London","Total",3974
"Monthly regimens","2020","11","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3202
"Monthly regimens","2020","11","Cancer Alliance","Surrey And Sussex","Total",5387
"Monthly regimens","2020","11","Cancer Alliance","Thames Valley","Total",3373
"Monthly regimens","2020","11","Cancer Alliance","Wessex","Total",4339
"Monthly regimens","2020","11","Cancer Alliance","West Midlands","Total",8846
"Monthly regimens","2020","11","Cancer Alliance","West Yorkshire and Harrogate","Total",4023
"Monthly regimens","2020","12","Cancer Alliance","Cheshire And Merseyside","Total",5135
"Monthly regimens","2020","12","Cancer Alliance","East Midlands","Total",8135
"Monthly regimens","2020","12","Cancer Alliance","East Of England North","Total",5194
"Monthly regimens","2020","12","Cancer Alliance","East Of England South","Total",5193
"Monthly regimens","2020","12","Cancer Alliance","Greater Manchester","Total",5349
"Monthly regimens","2020","12","Cancer Alliance","Humber Coast And Vale","Total",2616
"Monthly regimens","2020","12","Cancer Alliance","Kent And Medway","Total",2659
"Monthly regimens","2020","12","Cancer Alliance","Lancashire And South Cumbria","Total",2852
"Monthly regimens","2020","12","Cancer Alliance","North Central London","Total",3209
"Monthly regimens","2020","12","Cancer Alliance","North East London","Total",2521
"Monthly regimens","2020","12","Cancer Alliance","Northern ","Total",5126
"Monthly regimens","2020","12","Cancer Alliance","Peninsula","Total",4145
"Monthly regimens","2020","12","Cancer Alliance","RM Partners West London","Total",5991
"Monthly regimens","2020","12","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5649
